155	329
155	333
155	335
155	343
155	349
155	351
155	365
155	375
155	389
155	393
155	411
155	426
155	435
155	438
155	441
155	467
155	471
155	475
155	484
155	495
155	501
155	509
155	527
155	542
155	546
155	550
155	556
155	567
155	572
155	576
155	584
155	586
155	607
155	638
155	643
155	663
155	667
155	670
155	671
155	674
155	677
155	678
155	693
155	718
155	719
155	721
155	726
155	728
155	732
155	733
155	736
155	737
155	739
155	748
155	753
155	754
155	759
155	760
155	766
155	768
155	790
155	796
155	803
155	805
155	813
155	820
155	822
155	823
156	150
157	215
157	216
157	217
157	218
157	219
157	220
157	221
157	222
157	223
157	224
157	225
157	226
157	227
157	229
157	258
157	302
157	346
157	361
157	362
157	380
157	387
157	394
157	399
157	402
157	413
157	416
157	417
157	418
157	661
157	667
157	674
157	717
158	296
159	467
160	296
161	150
161	279
162	825
162	827
163	14
164	3
164	819
165	92
166	296
166	509
167	358
168	55
168	181
168	182
168	386
168	487
168	613
168	618
168	619
168	641
169	150
169	156
169	250
170	173
171	509
172	128
173	150
173	314
173	721
174	150
174	314
175	84
176	246
176	279
176	296
176	307
176	308
176	335
176	467
176	475
176	576
177	687
178	314
179	23
179	296
179	314
179	431
179	467
179	509
179	608
179	750
180	4
181	150
181	315
181	509
181	691
182	200
182	296
182	314
182	324
182	464
182	467
182	495
182	500
182	726
182	793
182	805
183	324
184	80
184	279
184	467
184	475
185	311
186	30
186	39
186	146
186	204
186	209
186	279
186	313
186	314
186	345
186	352
186	371
186	403
186	429
186	448
186	458
186	467
186	475
186	482
186	550
186	588
186	609
186	615
186	625
186	637
186	647
186	761
187	35
187	37
187	39
187	42
187	47
187	50
187	68
187	94
187	102
187	104
187	114
187	135
187	139
187	141
187	146
187	147
187	150
187	173
187	175
187	207
187	246
187	260
187	279
187	296
187	314
187	316
187	344
187	360
187	378
187	451
187	459
187	465
187	467
187	475
187	484
187	493
187	511
187	534
187	546
187	552
187	656
187	675
187	677
187	678
187	726
187	760
187	769
187	813
188	467
189	18
189	397
189	576
189	677
189	705
190	203
191	203
191	279
191	489
191	576
191	673
191	691
192	89
193	202
194	296
195	296
195	650
196	279
197	177
197	296
198	94
198	138
198	150
198	161
198	279
198	296
198	314
198	350
198	382
198	461
198	467
198	477
198	589
198	651
198	673
198	678
198	719
198	726
199	739
200	296
200	475
200	762
201	475
202	467
202	475
202	576
202	710
203	311
203	328
203	509
203	592
203	719
204	475
204	672
205	486
205	496
206	203
207	296
208	112
209	78
209	136
209	150
209	482
210	486
211	560
212	36
212	39
212	58
212	64
212	72
212	150
212	239
212	296
212	313
212	314
212	348
212	349
212	359
212	408
212	447
212	467
212	475
212	509
212	599
212	739
212	772
212	789
212	809
213	483
214	150
215	296
216	134
216	138
216	159
216	296
216	298
216	368
216	467
216	475
216	486
216	502
216	505
216	508
216	663
216	668
216	686
217	88
218	677
219	150
220	340
220	341
221	259
222	19
222	39
222	40
222	71
222	94
222	111
222	114
222	130
222	131
222	146
222	147
222	150
222	247
222	260
222	279
222	280
222	281
222	289
222	296
222	307
222	310
222	312
222	314
222	316
222	332
222	364
222	370
222	397
222	420
222	459
222	467
222	475
222	501
222	509
222	542
222	576
222	588
222	621
222	653
222	663
222	678
222	719
222	721
222	726
222	739
222	803
223	497
223	679
224	116
224	296
224	664
225	313
226	235
226	314
226	404
226	405
226	565
226	719
227	147
227	271
227	275
227	294
227	314
227	467
227	509
227	558
227	726
228	169
228	170
228	184
228	279
228	296
228	314
228	475
228	540
228	555
228	563
228	623
228	709
228	728
228	798
228	814
229	7
229	94
229	109
229	113
229	150
229	194
229	260
229	265
229	270
229	296
229	306
229	309
229	313
229	314
229	316
229	324
229	354
229	467
229	475
229	479
229	540
229	665
229	719
229	721
229	726
230	12
230	26
230	82
230	92
230	114
230	147
230	150
230	166
230	177
230	205
230	255
230	277
230	279
230	295
230	296
230	314
230	319
230	369
230	457
230	467
230	491
230	509
230	534
230	538
230	574
230	576
230	600
230	611
230	612
230	614
230	631
230	635
230	642
230	689
230	719
230	726
230	739
230	757
231	542
232	38
232	39
232	84
232	148
232	189
232	279
232	296
232	312
232	313
232	314
232	316
232	324
232	332
232	349
232	356
232	382
232	467
232	475
232	535
232	576
232	630
232	726
232	815
233	39
233	97
233	242
233	296
233	314
233	315
233	316
233	363
233	382
233	383
233	440
233	444
233	467
233	469
233	492
233	579
233	726
233	771
234	475
235	726
236	195
237	53
237	94
237	244
237	282
237	299
237	314
237	453
237	504
237	514
237	515
237	518
237	522
237	569
237	570
237	571
238	114
239	150
239	564
240	150
241	296
242	296
242	314
242	475
243	576
244	279
244	576
245	150
245	154
246	296
246	796
247	610
247	624
248	180
248	233
248	234
248	240
248	419
248	679
248	747
249	593
250	24
251	194
252	163
252	296
252	314
252	439
252	445
252	467
252	678
253	241
253	366
253	421
253	462
253	531
253	701
253	806
253	808
254	708
255	150
255	475
255	737
256	150
257	659
258	467
259	315
259	317
260	84
260	123
260	127
260	144
260	147
260	150
260	162
260	179
260	180
260	194
260	228
260	273
260	279
260	296
260	303
260	314
260	316
260	329
260	388
260	398
260	446
260	452
260	467
260	475
260	482
260	509
260	545
260	546
260	547
260	548
260	549
260	550
260	551
260	553
260	555
260	557
260	566
260	572
260	576
260	655
260	676
260	678
260	683
260	697
260	698
260	699
260	700
260	702
260	703
260	705
260	714
260	719
260	726
260	765
260	780
261	291
262	311
262	568
263	115
263	442
263	473
264	70
265	467
266	314
266	576
267	139
267	177
267	189
267	279
267	296
267	314
267	348
267	388
267	467
267	475
267	542
267	572
267	576
267	585
267	652
267	691
267	713
267	719
267	726
267	792
267	796
267	826
268	103
268	132
268	209
268	385
268	443
268	467
268	505
268	523
268	550
268	678
268	738
268	787
269	90
270	90
271	509
272	467
272	677
273	94
273	475
274	591
275	129
275	238
275	314
275	456
275	533
275	646
275	824
276	115
276	195
276	202
276	301
276	302
276	357
276	482
276	517
276	519
276	712
277	168
278	209
278	550
279	147
279	314
279	467
280	86
280	654
280	783
281	204
282	707
282	726
283	527
284	209
284	550
285	150
285	151
285	152
285	475
286	489
287	422
287	509
288	715
289	476
290	314
291	119
291	704
291	739
292	560
293	475
294	307
295	475
296	150
296	253
296	296
296	432
296	467
296	475
296	571
296	576
297	114
298	316
298	467
298	475
298	512
298	554
298	726
298	779
298	784
299	325
300	296
301	797
302	329
302	513
303	150
303	158
303	279
303	357
303	409
303	475
303	559
303	576
304	98
304	296
305	349
306	726
307	314
307	467
308	319
309	52
310	467
311	467
311	539
311	543
311	810
312	199
313	263
313	627
313	660
313	811
314	467
314	475
